customer_id,segment,city,district
C-19642,Seg C,Beit Shemesh,Jerusalem
C-19643,Seg A,Petah Tikva,Center
C-19644,Seg D,Karmiel,North
C-19645,Seg A,Tiberias,North
C-19646,Seg C,Beit Shemesh,Jerusalem
C-19647,Seg D,Beit Shemesh,Jerusalem
C-19648,Seg B,Holon,Center
C-19649,Seg C,Haifa,Haifa
C-19650,Seg B,Tel Aviv,Center
C-19651,Seg C,Ramat Gan,Center
C-19652,Seg C,Petah Tikva,Center
C-19653,Seg A,Rishon LeZion,Center
C-19654,Seg B,Holon,Center
C-19655,Seg A,Tiberias,North
C-19656,Seg A,Mevaseret Zion,Jerusalem
C-19657,Seg A,Haifa,Haifa
C-19658,Seg B,Ramat Gan,Center
C-19659,Seg A,Ramat Gan,Center
C-19660,Seg C,Tel Aviv,Center
C-19661,Seg A,Dimona,South
C-19662,Seg D,Jerusalem,Jerusalem
C-19663,Seg A,Hadera,Haifa
C-19664,Seg B,Mevaseret Zion,Jerusalem
C-19665,Seg D,Nazareth,North
C-19666,Seg B,Herzliya,Center
C-19667,Seg A,Beer Sheva,South
C-19668,Seg C,Beit Shemesh,Jerusalem
C-19669,Seg B,Rishon LeZion,Center
C-19670,Seg A,Ashdod,South
C-19671,Seg C,Netanya,Center
C-19672,Seg C,Holon,Center
C-19673,Seg C,Mevaseret Zion,Jerusalem
C-19674,Seg D,Nazareth,North
C-19675,Seg A,Ramat Gan,Center
C-19676,Seg A,Rishon LeZion,Center
C-19677,Seg A,Tel Aviv,Center
C-19678,Seg B,Ramat Gan,Center
C-19679,Seg A,Hadera,Haifa
C-19680,Seg B,Holon,Center
C-19681,Seg B,Beer Sheva,South
C-19682,Seg C,Tel Aviv,Center
C-19683,Seg A,Ramat Gan,Center
C-19684,Seg A,Jerusalem,Jerusalem
C-19685,Seg A,Beer Sheva,South
C-19686,Seg B,Ramat Gan,Center
C-19687,Seg C,Eilat,South
C-19688,Seg A,Beit Shemesh,Jerusalem
C-19689,Seg D,Jerusalem,Jerusalem
C-19690,Seg C,Ashdod,South
C-19691,Seg A,Ramat Gan,Center
C-19692,Seg B,Beit Shemesh,Jerusalem
C-19693,Seg A,Haifa,Haifa
C-19694,Seg B,Ramat Gan,Center
C-19695,Seg A,Kiryat Ata,Haifa
C-19696,Seg B,Ashkelon,South
C-19697,Seg A,Beit Shemesh,Jerusalem
C-19698,Seg C,Beer Sheva,South
C-19699,Seg B,Tiberias,North
C-19700,Seg A,Rishon LeZion,Center
C-19701,Seg A,Haifa,Haifa
C-19702,Seg C,Mevaseret Zion,Jerusalem
C-19703,Seg C,Kiryat Ata,Haifa
C-19704,Seg A,Akko,North
C-19705,Seg B,Ashdod,South
C-19706,Seg B,Tel Aviv,Center
C-19707,Seg A,Beit Shemesh,Jerusalem
C-19708,Seg B,Nazareth,North
C-19709,Seg B,Tel Aviv,Center
C-19710,Seg A,Rishon LeZion,Center
C-19711,Seg A,Nesher,Haifa
C-19712,Seg B,Ramat Gan,Center
C-19713,Seg B,Jerusalem,Jerusalem
C-19714,Seg A,Eilat,South
C-19715,Seg C,Mevaseret Zion,Jerusalem
C-19716,Seg B,Nesher,Haifa
C-19717,Seg B,Rishon LeZion,Center
C-19718,Seg D,Tiberias,North
C-19719,Seg A,Nesher,Haifa
C-19720,Seg D,Akko,North
C-19721,Seg A,Rishon LeZion,Center
C-19722,Seg B,Holon,Center
C-19723,Seg A,Nazareth,North
C-19724,Seg A,Tiberias,North
C-19725,Seg A,Ramat Gan,Center
C-19726,Seg C,Jerusalem,Jerusalem
C-19727,Seg A,Hadera,Haifa
C-19728,Seg B,Jerusalem,Jerusalem
C-19729,Seg C,Afula,North
C-19730,Seg A,Netanya,Center
C-19731,Seg B,Holon,Center
C-19732,Seg D,Kiryat Ata,Haifa
C-19733,Seg A,Karmiel,North
C-19734,Seg C,Beit Shemesh,Jerusalem
C-19735,Seg B,Nesher,Haifa
C-19736,Seg A,Ashkelon,South
C-19737,Seg C,Kiryat Ata,Haifa
C-19738,Seg A,Kiryat Ata,Haifa
C-19739,Seg A,Beit Shemesh,Jerusalem
C-19740,Seg A,Ashdod,South
C-19741,Seg C,Rishon LeZion,Center
C-19742,Seg B,Karmiel,North
C-19743,Seg C,Ramat Gan,Center
C-19744,Seg C,Rishon LeZion,Center
C-19745,Seg A,Beit Shemesh,Jerusalem
C-19746,Seg A,Mevaseret Zion,Jerusalem
C-19747,Seg C,Beer Sheva,South
C-19748,Seg D,Hadera,Haifa
C-19749,Seg D,Holon,Center
C-19750,Seg A,Petah Tikva,Center
C-19751,Seg C,Beit Shemesh,Jerusalem
C-19752,Seg A,Ramat Gan,Center
C-19753,Seg A,Petah Tikva,Center
C-19754,Seg A,Mevaseret Zion,Jerusalem
C-19755,Seg A,Ramat Gan,Center
C-19756,Seg B,Ashdod,South
C-19757,Seg A,Holon,Center
C-19758,Seg C,Afula,North
C-19759,Seg B,Netanya,Center
C-19760,Seg A,Beit Shemesh,Jerusalem
C-19761,Seg C,Akko,North
C-19762,Seg C,Tiberias,North
C-19763,Seg C,Mevaseret Zion,Jerusalem
C-19764,Seg D,Beit Shemesh,Jerusalem
C-19765,Seg B,Mevaseret Zion,Jerusalem
C-19766,Seg A,Petah Tikva,Center
C-19767,Seg B,Nazareth,North
C-19768,Seg A,Beit Shemesh,Jerusalem
C-19769,Seg C,Herzliya,Center
C-19770,Seg C,Karmiel,North
C-19771,Seg A,Dimona,South
C-19772,Seg C,Karmiel,North
C-19773,Seg A,Jerusalem,Jerusalem
C-19774,Seg A,Hadera,Haifa
C-19775,Seg C,Holon,Center
C-19776,Seg B,Netanya,Center
C-19777,Seg C,Holon,Center
C-19778,Seg B,Holon,Center
C-19779,Seg A,Herzliya,Center
C-19780,Seg A,Kiryat Ata,Haifa
C-19781,Seg A,Nazareth,North
C-19782,Seg B,Petah Tikva,Center
C-19783,Seg A,Hadera,Haifa
C-19784,Seg A,Tel Aviv,Center
C-19785,Seg A,Hadera,Haifa
C-19786,Seg D,Jerusalem,Jerusalem
C-19787,Seg B,Beit Shemesh,Jerusalem
C-19788,Seg B,Ramat Gan,Center
C-19789,Seg C,Ramat Gan,Center
C-19790,Seg B,Netanya,Center
C-19791,Seg A,Holon,Center
C-19792,Seg A,Eilat,South
C-19793,Seg C,Dimona,South
C-19794,Seg A,Afula,North
C-19795,Seg A,Rishon LeZion,Center
C-19796,Seg C,Jerusalem,Jerusalem
C-19797,Seg A,Rishon LeZion,Center
C-19798,Seg A,Beit Shemesh,Jerusalem
C-19799,Seg A,Nesher,Haifa
C-19800,Seg B,Dimona,South
C-19801,Seg B,Hadera,Haifa
C-19802,Seg A,Nazareth,North
C-19803,Seg C,Tel Aviv,Center
C-19804,Seg B,Kiryat Ata,Haifa
C-19805,Seg D,Herzliya,Center
C-19806,Seg B,Beer Sheva,South
C-19807,Seg A,Eilat,South
C-19808,Seg A,Karmiel,North
C-19809,Seg C,Beit Shemesh,Jerusalem
C-19810,Seg B,Kiryat Ata,Haifa
C-19811,Seg B,Herzliya,Center
C-19812,Seg B,Beer Sheva,South
C-19813,Seg C,Haifa,Haifa
C-19814,Seg A,Akko,North
C-19815,Seg C,Mevaseret Zion,Jerusalem
C-19816,Seg D,Netanya,Center
C-19817,Seg B,Jerusalem,Jerusalem
C-19818,Seg A,Ashkelon,South
C-19819,Seg B,Afula,North
C-19820,Seg D,Ramat Gan,Center
C-19821,Seg B,Nesher,Haifa
C-19822,Seg A,Ashkelon,South
C-19823,Seg B,Karmiel,North
C-19824,Seg D,Afula,North
C-19825,Seg D,Haifa,Haifa
C-19826,Seg D,Tel Aviv,Center
C-19827,Seg B,Ramat Gan,Center
C-19828,Seg D,Ramat Gan,Center
C-19829,Seg B,Jerusalem,Jerusalem
C-19830,Seg A,Nesher,Haifa
C-19831,Seg B,Eilat,South
C-19832,Seg C,Ramat Gan,Center
C-19833,Seg A,Beit Shemesh,Jerusalem
C-19834,Seg A,Tel Aviv,Center
C-19835,Seg C,Ramat Gan,Center
C-19836,Seg B,Herzliya,Center
C-19837,Seg A,Mevaseret Zion,Jerusalem
C-19838,Seg D,Hadera,Haifa
C-19839,Seg D,Tel Aviv,Center
C-19840,Seg B,Jerusalem,Jerusalem
C-19841,Seg D,Jerusalem,Jerusalem
C-19842,Seg D,Kiryat Ata,Haifa
C-19843,Seg B,Herzliya,Center
C-19844,Seg D,Beer Sheva,South
C-19845,Seg B,Tel Aviv,Center
C-19846,Seg A,Beer Sheva,South
C-19847,Seg B,Herzliya,Center
C-19848,Seg C,Holon,Center
C-19849,Seg A,Tel Aviv,Center
C-19850,Seg C,Holon,Center
C-19851,Seg B,Mevaseret Zion,Jerusalem
C-19852,Seg A,Haifa,Haifa
C-19853,Seg A,Holon,Center
C-19854,Seg C,Kiryat Ata,Haifa
C-19855,Seg C,Afula,North
C-19856,Seg A,Netanya,Center
C-19857,Seg B,Kiryat Ata,Haifa
C-19858,Seg A,Dimona,South
C-19859,Seg A,Jerusalem,Jerusalem
C-19860,Seg B,Beit Shemesh,Jerusalem
C-19861,Seg A,Hadera,Haifa
C-19862,Seg B,Herzliya,Center
C-19863,Seg A,Ramat Gan,Center
C-19864,Seg D,Netanya,Center
C-19865,Seg A,Ramat Gan,Center
C-19866,Seg A,Herzliya,Center
C-19867,Seg A,Tiberias,North
C-19868,Seg A,Jerusalem,Jerusalem
C-19869,Seg B,Petah Tikva,Center
C-19870,Seg B,Tel Aviv,Center
C-19871,Seg A,Holon,Center
C-19872,Seg D,Ashkelon,South
C-19873,Seg B,Beit Shemesh,Jerusalem
C-19874,Seg A,Ashdod,South
C-19875,Seg C,Eilat,South
C-19876,Seg B,Eilat,South
C-19877,Seg D,Nesher,Haifa
C-19878,Seg D,Herzliya,Center
C-19879,Seg A,Kiryat Ata,Haifa
C-19880,Seg A,Nesher,Haifa
C-19881,Seg B,Hadera,Haifa
C-19882,Seg A,Petah Tikva,Center
C-19883,Seg A,Ashkelon,South
C-19884,Seg A,Nesher,Haifa
C-19885,Seg B,Rishon LeZion,Center
C-19886,Seg C,Jerusalem,Jerusalem
C-19887,Seg D,Tel Aviv,Center
C-19888,Seg B,Herzliya,Center
C-19889,Seg A,Ashkelon,South
C-19890,Seg B,Ashkelon,South
C-19891,Seg A,Netanya,Center
C-19892,Seg A,Petah Tikva,Center
C-19893,Seg B,Holon,Center
C-19894,Seg A,Ramat Gan,Center
C-19895,Seg C,Petah Tikva,Center
C-19896,Seg B,Rishon LeZion,Center
C-19897,Seg C,Netanya,Center
C-19898,Seg B,Beer Sheva,South
C-19899,Seg C,Nazareth,North
C-19900,Seg A,Dimona,South
C-19901,Seg B,Kiryat Ata,Haifa
C-19902,Seg C,Jerusalem,Jerusalem
C-19903,Seg B,Kiryat Ata,Haifa
C-19904,Seg C,Ramat Gan,Center
C-19905,Seg A,Ashdod,South
C-19906,Seg B,Mevaseret Zion,Jerusalem
C-19907,Seg B,Ashkelon,South
C-19908,Seg B,Tel Aviv,Center
C-19909,Seg C,Karmiel,North
C-19910,Seg C,Jerusalem,Jerusalem
C-19911,Seg A,Kiryat Ata,Haifa
C-19912,Seg B,Eilat,South
C-19913,Seg D,Mevaseret Zion,Jerusalem
C-19914,Seg A,Afula,North
C-19915,Seg A,Dimona,South
C-19916,Seg A,Jerusalem,Jerusalem
C-19917,Seg A,Beit Shemesh,Jerusalem
C-19918,Seg B,Netanya,Center
C-19919,Seg A,Tel Aviv,Center
C-19920,Seg C,Ashdod,South
C-19921,Seg A,Hadera,Haifa
C-19922,Seg A,Karmiel,North
C-19923,Seg A,Herzliya,Center
C-19924,Seg B,Holon,Center
C-19925,Seg D,Mevaseret Zion,Jerusalem
C-19926,Seg D,Jerusalem,Jerusalem
C-19927,Seg A,Herzliya,Center
C-19928,Seg B,Herzliya,Center
C-19929,Seg B,Tel Aviv,Center
C-19930,Seg C,Tel Aviv,Center
C-19931,Seg B,Eilat,South
C-19932,Seg A,Petah Tikva,Center
C-19933,Seg B,Petah Tikva,Center
C-19934,Seg A,Haifa,Haifa
C-19935,Seg B,Petah Tikva,Center
C-19936,Seg B,Eilat,South
C-19937,Seg C,Akko,North
C-19938,Seg C,Holon,Center
C-19939,Seg A,Holon,Center
C-19940,Seg A,Karmiel,North
C-19941,Seg C,Netanya,Center
C-19942,Seg B,Haifa,Haifa
C-19943,Seg B,Ashkelon,South
C-19944,Seg C,Dimona,South
C-19945,Seg B,Beit Shemesh,Jerusalem
C-19946,Seg A,Holon,Center
C-19947,Seg B,Tel Aviv,Center
C-19948,Seg A,Kiryat Ata,Haifa
C-19949,Seg B,Beit Shemesh,Jerusalem
C-19950,Seg C,Tel Aviv,Center
C-19951,Seg D,Rishon LeZion,Center
C-19952,Seg B,Herzliya,Center
C-19953,Seg A,Hadera,Haifa
C-19954,Seg B,Herzliya,Center
C-19955,Seg A,Kiryat Ata,Haifa
C-19956,Seg B,Ashdod,South
C-19957,Seg A,Ramat Gan,Center
C-19958,Seg B,Hadera,Haifa
C-19959,Seg B,Beer Sheva,South
C-19960,Seg B,Petah Tikva,Center
C-19961,Seg D,Nazareth,North
C-19962,Seg D,Holon,Center
C-19963,Seg D,Petah Tikva,Center
C-19964,Seg C,Nesher,Haifa
C-19965,Seg C,Beer Sheva,South
C-19966,Seg C,Petah Tikva,Center
C-19967,Seg A,Tel Aviv,Center
C-19968,Seg B,Eilat,South
C-19969,Seg A,Netanya,Center
C-19970,Seg C,Dimona,South
C-19971,Seg B,Ramat Gan,Center
C-19972,Seg A,Ramat Gan,Center
C-19973,Seg A,Karmiel,North
C-19974,Seg A,Dimona,South
C-19975,Seg B,Hadera,Haifa
C-19976,Seg B,Jerusalem,Jerusalem
C-19977,Seg A,Beit Shemesh,Jerusalem
C-19978,Seg C,Haifa,Haifa
C-19979,Seg C,Netanya,Center
C-19980,Seg D,Netanya,Center
C-19981,Seg B,Akko,North
C-19982,Seg D,Kiryat Ata,Haifa
C-19983,Seg A,Jerusalem,Jerusalem
C-19984,Seg C,Beit Shemesh,Jerusalem
C-19985,Seg B,Herzliya,Center
C-19986,Seg C,Afula,North
C-19987,Seg C,Afula,North
C-19988,Seg C,Tel Aviv,Center
C-19989,Seg A,Jerusalem,Jerusalem
C-19990,Seg A,Kiryat Ata,Haifa
C-19991,Seg C,Kiryat Ata,Haifa
C-19992,Seg B,Eilat,South
C-19993,Seg C,Netanya,Center
C-19994,Seg A,Holon,Center
C-19995,Seg B,Nazareth,North
C-19996,Seg A,Afula,North
C-19997,Seg B,Beit Shemesh,Jerusalem
C-19998,Seg B,Ashkelon,South
C-19999,Seg A,Petah Tikva,Center
C-20000,Seg A,Ashdod,South
C-20001,Seg B,Netanya,Center
C-20002,Seg C,Tel Aviv,Center
C-20003,Seg B,Haifa,Haifa
C-20004,Seg A,Rishon LeZion,Center
C-20005,Seg C,Mevaseret Zion,Jerusalem
C-20006,Seg B,Jerusalem,Jerusalem
C-20007,Seg C,Rishon LeZion,Center
C-20008,Seg C,Mevaseret Zion,Jerusalem
C-20009,Seg C,Tiberias,North
C-20010,Seg D,Rishon LeZion,Center
C-20011,Seg B,Mevaseret Zion,Jerusalem
C-20012,Seg B,Jerusalem,Jerusalem
C-20013,Seg A,Rishon LeZion,Center
C-20014,Seg A,Ashdod,South
C-20015,Seg C,Herzliya,Center
C-20016,Seg A,Rishon LeZion,Center
C-20017,Seg C,Holon,Center
C-20018,Seg C,Ashdod,South
C-20019,Seg A,Tel Aviv,Center
C-20020,Seg B,Beit Shemesh,Jerusalem
C-20021,Seg A,Tel Aviv,Center
C-20022,Seg A,Beer Sheva,South
C-20023,Seg D,Ashkelon,South
C-20024,Seg A,Karmiel,North
C-20025,Seg B,Ashkelon,South
C-20026,Seg A,Rishon LeZion,Center
C-20027,Seg A,Kiryat Ata,Haifa
C-20028,Seg B,Ramat Gan,Center
C-20029,Seg A,Petah Tikva,Center
C-20030,Seg D,Tiberias,North
C-20031,Seg C,Tel Aviv,Center
C-20032,Seg B,Tel Aviv,Center
C-20033,Seg A,Tiberias,North
C-20034,Seg A,Ramat Gan,Center
C-20035,Seg A,Netanya,Center
C-20036,Seg B,Kiryat Ata,Haifa
C-20037,Seg D,Kiryat Ata,Haifa
C-20038,Seg A,Mevaseret Zion,Jerusalem
C-20039,Seg B,Kiryat Ata,Haifa
C-20040,Seg B,Afula,North
C-20041,Seg B,Tel Aviv,Center
C-20042,Seg A,Herzliya,Center
C-20043,Seg C,Tel Aviv,Center
C-20044,Seg D,Tel Aviv,Center
C-20045,Seg A,Afula,North
C-20046,Seg A,Afula,North
C-20047,Seg B,Haifa,Haifa
C-20048,Seg B,Rishon LeZion,Center
C-20049,Seg A,Petah Tikva,Center
C-20050,Seg B,Herzliya,Center
C-20051,Seg A,Petah Tikva,Center
C-20052,Seg D,Mevaseret Zion,Jerusalem
C-20053,Seg B,Ashkelon,South
C-20054,Seg A,Tel Aviv,Center
C-20055,Seg B,Nazareth,North
C-20056,Seg A,Ashkelon,South
C-20057,Seg A,Nazareth,North
C-20058,Seg B,Petah Tikva,Center
C-20059,Seg A,Petah Tikva,Center
C-20060,Seg D,Kiryat Ata,Haifa
C-20061,Seg B,Herzliya,Center
C-20062,Seg B,Beit Shemesh,Jerusalem
C-20063,Seg B,Netanya,Center
C-20064,Seg B,Nesher,Haifa
C-20065,Seg A,Herzliya,Center
C-20066,Seg C,Jerusalem,Jerusalem
C-20067,Seg C,Mevaseret Zion,Jerusalem
C-20068,Seg C,Nesher,Haifa
C-20069,Seg B,Ramat Gan,Center
C-20070,Seg C,Tel Aviv,Center
C-20071,Seg D,Holon,Center
C-20072,Seg B,Tel Aviv,Center
C-20073,Seg A,Beit Shemesh,Jerusalem
C-20074,Seg B,Netanya,Center
C-20075,Seg B,Ramat Gan,Center
C-20076,Seg C,Dimona,South
C-20077,Seg B,Jerusalem,Jerusalem
C-20078,Seg B,Kiryat Ata,Haifa
C-20079,Seg D,Jerusalem,Jerusalem
C-20080,Seg D,Karmiel,North
C-20081,Seg C,Netanya,Center
C-20082,Seg A,Ramat Gan,Center
C-20083,Seg B,Netanya,Center
C-20084,Seg C,Herzliya,Center
C-20085,Seg A,Petah Tikva,Center
C-20086,Seg B,Afula,North
C-20087,Seg B,Ramat Gan,Center
C-20088,Seg A,Hadera,Haifa
C-20089,Seg C,Tiberias,North
C-20090,Seg C,Kiryat Ata,Haifa
C-20091,Seg D,Karmiel,North
C-20092,Seg A,Beit Shemesh,Jerusalem
C-20093,Seg A,Hadera,Haifa
C-20094,Seg D,Karmiel,North
C-20095,Seg A,Nesher,Haifa
C-20096,Seg B,Jerusalem,Jerusalem
C-20097,Seg C,Kiryat Ata,Haifa
C-20098,Seg A,Jerusalem,Jerusalem
C-20099,Seg D,Ashdod,South
C-20100,Seg B,Mevaseret Zion,Jerusalem
C-20101,Seg A,Ramat Gan,Center
C-20102,Seg A,Tel Aviv,Center
C-20103,Seg D,Nazareth,North
C-20104,Seg D,Mevaseret Zion,Jerusalem
C-20105,Seg A,Nesher,Haifa
C-20106,Seg A,Nazareth,North
C-20107,Seg B,Haifa,Haifa
C-20108,Seg B,Tel Aviv,Center
C-20109,Seg A,Beer Sheva,South
C-20110,Seg A,Holon,Center
C-20111,Seg B,Holon,Center
C-20112,Seg B,Afula,North
C-20113,Seg A,Kiryat Ata,Haifa
C-20114,Seg B,Akko,North
C-20115,Seg A,Jerusalem,Jerusalem
C-20116,Seg D,Ramat Gan,Center
C-20117,Seg A,Eilat,South
C-20118,Seg A,Kiryat Ata,Haifa
C-20119,Seg C,Tel Aviv,Center
C-20120,Seg A,Tel Aviv,Center
C-20121,Seg B,Tel Aviv,Center
C-20122,Seg A,Afula,North
C-20123,Seg C,Netanya,Center
C-20124,Seg A,Ramat Gan,Center
C-20125,Seg C,Ashkelon,South
C-20126,Seg A,Eilat,South
C-20127,Seg B,Rishon LeZion,Center
C-20128,Seg A,Jerusalem,Jerusalem
C-20129,Seg B,Akko,North
C-20130,Seg C,Ashdod,South
C-20131,Seg C,Akko,North
C-20132,Seg B,Tel Aviv,Center
C-20133,Seg B,Hadera,Haifa
C-20134,Seg A,Netanya,Center
C-20135,Seg A,Mevaseret Zion,Jerusalem
C-20136,Seg C,Akko,North
C-20137,Seg B,Nesher,Haifa
C-20138,Seg B,Nazareth,North
C-20139,Seg A,Ashkelon,South
C-20140,Seg A,Netanya,Center
C-20141,Seg B,Dimona,South
C-20142,Seg C,Beer Sheva,South
C-20143,Seg A,Holon,Center
C-20144,Seg A,Eilat,South
C-20145,Seg B,Karmiel,North
C-20146,Seg B,Beit Shemesh,Jerusalem
C-20147,Seg C,Hadera,Haifa
C-20148,Seg D,Herzliya,Center
C-20149,Seg B,Ashkelon,South
C-20150,Seg C,Ramat Gan,Center
C-20151,Seg A,Herzliya,Center
C-20152,Seg D,Holon,Center
C-20153,Seg A,Netanya,Center
C-20154,Seg A,Netanya,Center
C-20155,Seg A,Haifa,Haifa
C-20156,Seg B,Herzliya,Center
C-20157,Seg C,Holon,Center
C-20158,Seg A,Tiberias,North
C-20159,Seg A,Ashdod,South
C-20160,Seg A,Ashkelon,South
C-20161,Seg D,Haifa,Haifa
C-20162,Seg A,Tel Aviv,Center
C-20163,Seg C,Haifa,Haifa
C-20164,Seg A,Mevaseret Zion,Jerusalem
C-20165,Seg A,Akko,North
C-20166,Seg C,Herzliya,Center
C-20167,Seg D,Eilat,South
C-20168,Seg B,Tel Aviv,Center
C-20169,Seg C,Ashkelon,South
C-20170,Seg A,Afula,North
C-20171,Seg A,Karmiel,North
C-20172,Seg B,Rishon LeZion,Center
C-20173,Seg A,Nesher,Haifa
C-20174,Seg B,Haifa,Haifa
C-20175,Seg C,Mevaseret Zion,Jerusalem
C-20176,Seg C,Holon,Center
C-20177,Seg A,Tel Aviv,Center
C-20178,Seg C,Mevaseret Zion,Jerusalem
C-20179,Seg A,Beer Sheva,South
C-20180,Seg D,Afula,North
C-20181,Seg A,Mevaseret Zion,Jerusalem
C-20182,Seg B,Petah Tikva,Center
C-20183,Seg A,Petah Tikva,Center
C-20184,Seg A,Netanya,Center
C-20185,Seg B,Tiberias,North
C-20186,Seg A,Kiryat Ata,Haifa
C-20187,Seg A,Tel Aviv,Center
C-20188,Seg D,Petah Tikva,Center
C-20189,Seg C,Herzliya,Center
C-20190,Seg A,Tiberias,North
C-20191,Seg A,Nazareth,North
C-20192,Seg A,Nesher,Haifa
C-20193,Seg C,Beer Sheva,South
C-20194,Seg A,Tel Aviv,Center
C-20195,Seg C,Hadera,Haifa
C-20196,Seg C,Eilat,South
C-20197,Seg B,Hadera,Haifa
C-20198,Seg B,Dimona,South
C-20199,Seg A,Tiberias,North
C-20200,Seg A,Jerusalem,Jerusalem
C-20201,Seg B,Rishon LeZion,Center
C-20202,Seg B,Karmiel,North
C-20203,Seg A,Herzliya,Center
C-20204,Seg A,Rishon LeZion,Center
C-20205,Seg D,Petah Tikva,Center
C-20206,Seg A,Petah Tikva,Center
C-20207,Seg A,Akko,North
C-20208,Seg D,Herzliya,Center
C-20209,Seg A,Ramat Gan,Center
C-20210,Seg B,Akko,North
C-20211,Seg C,Holon,Center
C-20212,Seg C,Holon,Center
C-20213,Seg C,Hadera,Haifa
C-20214,Seg B,Mevaseret Zion,Jerusalem
C-20215,Seg B,Kiryat Ata,Haifa
C-20216,Seg B,Holon,Center
C-20217,Seg A,Eilat,South
C-20218,Seg B,Tiberias,North
C-20219,Seg A,Ramat Gan,Center
C-20220,Seg A,Beer Sheva,South
C-20221,Seg A,Akko,North
C-20222,Seg B,Herzliya,Center
C-20223,Seg C,Nazareth,North
C-20224,Seg C,Petah Tikva,Center
C-20225,Seg B,Dimona,South
C-20226,Seg C,Petah Tikva,Center
C-20227,Seg B,Herzliya,Center
C-20228,Seg B,Herzliya,Center
C-20229,Seg B,Petah Tikva,Center
C-20230,Seg A,Rishon LeZion,Center
C-20231,Seg A,Hadera,Haifa
C-20232,Seg A,Afula,North
C-20233,Seg C,Tel Aviv,Center
C-20234,Seg A,Petah Tikva,Center
C-20235,Seg A,Ashdod,South
C-20236,Seg B,Rishon LeZion,Center
C-20237,Seg A,Eilat,South
C-20238,Seg C,Jerusalem,Jerusalem
C-20239,Seg A,Eilat,South
C-20240,Seg C,Nazareth,North
C-20241,Seg A,Netanya,Center
C-20242,Seg A,Ramat Gan,Center
C-20243,Seg A,Ashkelon,South
C-20244,Seg B,Rishon LeZion,Center
C-20245,Seg D,Ashdod,South
C-20246,Seg A,Afula,North
C-20247,Seg B,Ashdod,South
C-20248,Seg B,Holon,Center
C-20249,Seg B,Tel Aviv,Center
C-20250,Seg B,Akko,North
C-20251,Seg A,Petah Tikva,Center
C-20252,Seg B,Beit Shemesh,Jerusalem
C-20253,Seg C,Mevaseret Zion,Jerusalem
C-20254,Seg B,Tel Aviv,Center
C-20255,Seg B,Netanya,Center
C-20256,Seg D,Beer Sheva,South
C-20257,Seg C,Holon,Center
C-20258,Seg B,Kiryat Ata,Haifa
C-20259,Seg D,Petah Tikva,Center
C-20260,Seg B,Tel Aviv,Center
C-20261,Seg C,Netanya,Center
C-20262,Seg C,Beer Sheva,South
C-20263,Seg C,Akko,North
C-20264,Seg A,Eilat,South
C-20265,Seg A,Netanya,Center
C-20266,Seg B,Holon,Center
C-20267,Seg C,Netanya,Center
C-20268,Seg A,Netanya,Center
C-20269,Seg A,Akko,North
C-20270,Seg B,Mevaseret Zion,Jerusalem
C-20271,Seg C,Ramat Gan,Center
C-20272,Seg C,Beer Sheva,South
C-20273,Seg A,Nazareth,North
C-20274,Seg A,Beit Shemesh,Jerusalem
C-20275,Seg D,Ashkelon,South
C-20276,Seg A,Petah Tikva,Center
C-20277,Seg A,Beit Shemesh,Jerusalem
C-20278,Seg A,Rishon LeZion,Center
C-20279,Seg C,Herzliya,Center
C-20280,Seg A,Netanya,Center
C-20281,Seg A,Holon,Center
C-20282,Seg A,Ashdod,South
C-20283,Seg C,Nazareth,North
C-20284,Seg B,Herzliya,Center
C-20285,Seg D,Tel Aviv,Center
C-20286,Seg A,Beit Shemesh,Jerusalem
C-20287,Seg C,Nazareth,North
C-20288,Seg A,Dimona,South
C-20289,Seg A,Ramat Gan,Center
C-20290,Seg A,Nazareth,North
C-20291,Seg A,Karmiel,North
C-20292,Seg D,Dimona,South
C-20293,Seg A,Netanya,Center
C-20294,Seg A,Holon,Center
C-20295,Seg B,Eilat,South
C-20296,Seg A,Beer Sheva,South
C-20297,Seg A,Nazareth,North
C-20298,Seg B,Beer Sheva,South
C-20299,Seg A,Beer Sheva,South
C-20300,Seg A,Ashdod,South
C-20301,Seg C,Petah Tikva,Center
C-20302,Seg C,Mevaseret Zion,Jerusalem
C-20303,Seg B,Tel Aviv,Center
C-20304,Seg B,Netanya,Center
C-20305,Seg B,Holon,Center
C-20306,Seg A,Nesher,Haifa
C-20307,Seg A,Jerusalem,Jerusalem
C-20308,Seg A,Nesher,Haifa
C-20309,Seg D,Haifa,Haifa
C-20310,Seg A,Hadera,Haifa
C-20311,Seg A,Tiberias,North
C-20312,Seg B,Netanya,Center
C-20313,Seg D,Ramat Gan,Center
C-20314,Seg B,Holon,Center
C-20315,Seg B,Hadera,Haifa
C-20316,Seg B,Petah Tikva,Center
C-20317,Seg B,Herzliya,Center
C-20318,Seg D,Nazareth,North
C-20319,Seg C,Beit Shemesh,Jerusalem
C-20320,Seg C,Eilat,South
C-20321,Seg A,Mevaseret Zion,Jerusalem
C-20322,Seg D,Kiryat Ata,Haifa
C-20323,Seg A,Ashdod,South
C-20324,Seg A,Jerusalem,Jerusalem
C-20325,Seg B,Herzliya,Center
C-20326,Seg D,Rishon LeZion,Center
C-20327,Seg A,Beit Shemesh,Jerusalem
