subscriber_id,billing_month,billed_amount
S-72220,2024-05,109.0
S-72225,2024-05,73.94
S-72226,2024-05,32.0
S-72227,2024-05,12.74
S-72228,2024-05,79.0
S-72229,2024-05,89.0
S-72231,2024-05,69.48
S-72233,2024-05,69.0
S-72235,2024-05,21.39
S-72236,2024-05,43.63
S-72237,2024-05,129.0
S-72239,2024-05,69.0
S-72246,2024-05,52.0
S-72251,2024-05,55.0
S-72256,2024-05,31.0
S-72257,2024-05,69.0
S-72258,2024-05,56.55
S-72263,2024-05,52.0
S-72266,2024-05,69.0
S-72271,2024-05,55.0
S-72273,2024-05,76.67
S-72276,2024-05,55.0
S-72278,2024-05,35.0
S-72288,2024-05,69.0
S-72289,2024-05,55.0
S-72291,2024-05,39.0
S-72293,2024-05,68.28
S-72297,2024-05,69.0
S-72299,2024-05,35.0
S-72302,2024-05,51.39
S-72307,2024-05,38.12
S-72309,2024-05,35.0
S-72311,2024-05,58.45
S-72312,2024-05,52.0
S-72314,2024-05,49.0
S-72315,2024-05,96.59
S-72318,2024-05,52.14
S-72322,2024-05,69.0
S-72323,2024-05,45.73
S-72326,2024-05,52.84
S-72328,2024-05,55.0
S-72329,2024-05,85.31
S-72330,2024-05,69.0
S-72331,2024-05,67.7
S-72332,2024-05,69.0
S-72334,2024-05,76.86
S-72335,2024-05,57.0
S-72340,2024-05,49.0
S-72341,2024-05,55.25
S-72348,2024-05,59.31
S-72349,2024-05,39.71
S-72351,2024-05,69.0
S-72356,2024-05,90.73
S-72358,2024-05,76.79
S-72359,2024-05,55.0
S-72360,2024-05,42.0
S-72367,2024-05,56.35
S-72369,2024-05,39.0
S-72375,2024-05,49.0
S-72376,2024-05,47.89
S-72377,2024-05,46.0
S-72378,2024-05,89.0
S-72382,2024-05,75.34
S-72383,2024-05,13.35
S-72385,2024-05,89.0
S-72387,2024-05,39.0
S-72388,2024-05,89.0
S-72389,2024-05,35.0
S-72390,2024-05,33.0
S-72391,2024-05,89.0
S-72393,2024-05,55.0
S-72394,2024-05,79.0
S-72396,2024-05,58.12
S-72398,2024-05,5.32
S-72404,2024-05,92.9
S-72405,2024-05,55.0
S-72406,2024-05,49.0
S-72408,2024-05,55.0
S-72411,2024-05,46.0
S-72412,2024-05,39.0
S-72413,2024-05,37.0
S-72414,2024-05,55.3
S-72418,2024-05,69.0
S-72421,2024-05,42.0
S-72424,2024-05,70.16
S-72432,2024-05,37.0
S-72433,2024-05,71.88
S-72434,2024-05,66.33
S-72436,2024-05,139.62
S-72438,2024-05,71.77
S-72439,2024-05,66.0
S-72440,2024-05,69.0
S-72441,2024-05,31.0
S-72447,2024-05,33.0
S-72448,2024-05,39.0
S-72449,2024-05,69.0
S-72450,2024-05,55.0
S-72451,2024-05,69.0
S-72452,2024-05,66.16
S-72453,2024-05,42.0
S-72455,2024-05,41.0
S-72456,2024-05,39.0
S-72457,2024-05,55.0
S-72458,2024-05,70.38
S-72459,2024-05,42.0
S-72460,2024-05,37.84
S-72465,2024-05,83.0
S-72467,2024-05,79.0
S-72468,2024-05,89.0
S-72469,2024-05,53.0
S-72470,2024-05,39.0
S-72471,2024-05,89.0
S-72472,2024-05,69.0
S-72473,2024-05,93.01
S-72474,2024-05,97.23
S-72476,2024-05,54.22
S-72477,2024-05,89.0
S-72478,2024-05,39.0
S-72479,2024-05,42.89
S-72481,2024-05,42.0
S-72482,2024-05,69.0
S-72492,2024-05,8.84
S-72493,2024-05,38.45
S-72494,2024-05,36.93
S-72495,2024-05,69.0
S-72496,2024-05,76.37
S-72497,2024-05,39.0
S-72498,2024-05,66.0
S-72500,2024-05,45.0
S-72504,2024-05,83.0
S-72509,2024-05,35.0
S-72510,2024-05,39.0
S-72511,2024-05,89.0
S-72512,2024-05,67.94
S-72513,2024-05,93.15
S-72525,2024-05,65.61
S-72529,2024-05,44.0
S-72530,2024-05,89.0
S-72531,2024-05,69.0
S-72532,2024-05,39.9
S-72533,2024-05,39.0
S-72535,2024-05,69.0
S-72538,2024-05,49.0
S-72539,2024-05,35.0
S-72540,2024-05,75.4
S-72541,2024-05,35.0
S-72543,2024-05,32.76
S-72544,2024-05,79.0
S-72547,2024-05,55.0
S-72548,2024-05,89.0
S-72549,2024-05,89.0
S-72550,2024-05,37.0
S-72551,2024-05,33.0
S-72552,2024-05,35.0
S-72554,2024-05,35.0
S-72561,2024-05,42.0
S-72562,2024-05,89.0
S-72564,2024-05,47.03
S-72566,2024-05,44.0
S-72567,2024-05,12.42
S-72568,2024-05,89.0
S-72570,2024-05,55.0
S-72571,2024-05,55.0
S-72572,2024-05,89.0
S-72573,2024-05,89.0
S-72577,2024-05,49.0
S-72580,2024-05,83.71
S-72581,2024-05,83.1
S-72584,2024-05,49.0
S-72585,2024-05,69.0
S-72591,2024-05,79.0
S-72594,2024-05,90.26
S-72599,2024-05,47.11
S-72604,2024-05,63.0
S-72605,2024-05,69.0
S-72606,2024-05,42.0
S-72607,2024-05,89.0
S-72608,2024-05,36.58
S-72613,2024-05,87.49
S-72617,2024-05,66.0
S-72618,2024-05,69.0
S-72620,2024-05,69.0
S-72624,2024-05,83.0
S-72626,2024-05,42.0
S-72627,2024-05,89.0
S-72629,2024-05,69.0
S-72631,2024-05,69.0
S-72632,2024-05,36.71
S-72633,2024-05,55.0
S-72637,2024-05,43.25
S-72639,2024-05,42.0
S-72645,2024-05,35.0
S-72647,2024-05,79.0
S-72648,2024-05,39.0
S-72650,2024-05,44.0
S-72654,2024-05,55.0
S-72655,2024-05,35.0
S-72657,2024-05,89.0
S-72660,2024-05,26.03
S-72662,2024-05,42.17
S-72664,2024-05,55.0
S-72665,2024-05,97.88
S-72671,2024-05,55.0
S-72672,2024-05,69.0
S-72674,2024-05,34.92
S-72677,2024-05,33.39
S-72684,2024-05,33.26
S-72687,2024-05,69.0
S-72688,2024-05,55.0
S-72689,2024-05,55.0
S-72690,2024-05,68.17
S-72691,2024-05,35.84
S-72692,2024-05,55.0
S-72699,2024-05,39.0
S-72701,2024-05,31.97
S-72702,2024-05,79.0
S-72703,2024-05,34.0
S-72708,2024-05,35.0
S-72709,2024-05,33.0
S-72710,2024-05,42.0
S-72711,2024-05,55.0
S-72712,2024-05,46.0
S-72715,2024-05,69.0
S-72716,2024-05,31.0
S-72717,2024-05,69.0
S-72721,2024-05,69.0
S-72722,2024-05,89.0
S-72733,2024-05,49.0
S-72735,2024-05,79.0
S-72736,2024-05,44.31
S-72738,2024-05,69.0
S-72742,2024-05,58.96
S-72747,2024-05,55.0
S-72750,2024-05,18.64
S-72752,2024-05,42.88
S-72756,2024-05,73.94
S-72758,2024-05,94.08
S-72759,2024-05,33.0
S-72761,2024-05,41.65
S-72763,2024-05,42.0
S-72764,2024-05,52.0
S-72765,2024-05,35.0
S-72766,2024-05,79.61
S-72770,2024-05,79.0
S-72773,2024-05,20.32
S-72779,2024-05,49.0
S-72783,2024-05,42.0
S-72785,2024-05,69.0
S-72790,2024-05,91.86
S-72792,2024-05,55.0
S-72793,2024-05,42.0
S-72797,2024-05,11.29
S-72800,2024-05,79.0
S-72801,2024-05,109.0
S-72802,2024-05,42.0
S-72803,2024-05,69.0
S-72807,2024-05,26.0
S-72810,2024-05,51.04
S-72814,2024-05,28.94
S-72825,2024-05,35.39
S-72826,2024-05,1.85
S-72827,2024-05,42.0
S-72829,2024-05,42.0
S-72831,2024-05,45.29
S-72833,2024-05,42.0
S-72835,2024-05,35.0
S-72838,2024-05,45.96
S-72841,2024-05,37.72
S-72845,2024-05,37.83
S-72846,2024-05,37.73
S-72847,2024-05,8.87
S-72848,2024-05,69.0
S-72852,2024-05,38.83
S-72853,2024-05,71.73
S-72854,2024-05,69.0
S-72855,2024-05,89.98
S-72858,2024-05,38.93
S-72859,2024-05,129.0
S-72861,2024-05,55.0
S-72862,2024-05,53.7
S-72865,2024-05,78.49
S-72868,2024-05,69.0
S-72869,2024-05,69.0
S-72870,2024-05,58.06
S-72873,2024-05,89.0
S-72877,2024-05,34.0
S-72879,2024-05,51.38
S-72890,2024-05,17.97
S-72893,2024-05,33.25
S-72900,2024-05,41.0
S-72901,2024-05,52.88
S-72904,2024-05,78.15
S-72905,2024-05,42.53
S-72906,2024-05,31.0
S-72909,2024-05,79.0
S-72910,2024-05,58.02
S-72911,2024-05,69.0
S-72917,2024-05,42.0
S-72925,2024-05,35.0
S-72926,2024-05,79.0
S-72927,2024-05,66.33
S-72928,2024-05,69.0
S-72929,2024-05,75.03
S-72930,2024-05,89.0
S-72935,2024-05,35.0
S-72937,2024-05,24.39
S-72940,2024-05,49.0
S-72942,2024-05,46.93
S-72951,2024-05,41.0
S-72952,2024-05,57.92
S-72954,2024-05,89.0
S-72955,2024-05,69.0
S-72956,2024-05,69.0
S-72957,2024-05,89.0
S-72958,2024-05,35.0
S-72959,2024-05,39.0
S-72963,2024-05,2.32
S-72966,2024-05,89.0
S-72971,2024-05,47.18
S-72972,2024-05,54.09
S-72973,2024-05,69.0
S-72974,2024-05,79.0
S-72976,2024-05,60.1
S-72978,2024-05,55.0
S-72982,2024-05,35.0
S-72986,2024-05,69.0
S-72987,2024-05,40.73
S-72988,2024-05,35.0
S-72992,2024-05,89.0
S-72995,2024-05,46.75
S-72996,2024-05,35.7
S-73002,2024-05,63.0
S-73004,2024-05,89.0
S-73005,2024-05,55.0
S-73006,2024-05,35.33
S-73008,2024-05,39.0
S-73009,2024-05,36.45
S-73010,2024-05,39.0
S-73012,2024-05,55.0
S-73014,2024-05,93.56
S-73017,2024-05,39.0
S-73019,2024-05,45.0
S-73020,2024-05,69.0
S-73022,2024-05,53.05
S-73023,2024-05,45.04
S-73024,2024-05,60.45
S-73025,2024-05,91.65
S-73027,2024-05,35.0
S-73029,2024-05,69.0
S-73030,2024-05,55.0
S-73031,2024-05,38.46
S-73035,2024-05,41.15
S-73039,2024-05,68.86
S-73044,2024-05,51.0
S-73045,2024-05,33.91
S-73046,2024-05,89.0
S-73047,2024-05,69.0
S-73049,2024-05,57.04
S-73050,2024-05,57.14
S-73059,2024-05,49.0
S-73062,2024-05,53.0
S-73063,2024-05,35.0
S-73069,2024-05,69.0
S-73070,2024-05,69.0
S-73072,2024-05,69.0
S-73075,2024-05,97.68
S-73078,2024-05,46.0
S-73079,2024-05,83.0
S-73080,2024-05,42.0
S-73081,2024-05,129.0
S-73082,2024-05,45.0
S-73087,2024-05,55.0
S-73088,2024-05,42.0
S-73090,2024-05,33.43
S-73091,2024-05,89.0
S-73092,2024-05,55.0
S-73093,2024-05,69.0
S-73095,2024-05,59.24
S-73096,2024-05,39.0
S-73102,2024-05,48.05
S-73105,2024-05,42.0
S-73113,2024-05,69.0
S-73119,2024-05,42.0
S-73124,2024-05,94.56
S-73128,2024-05,55.0
S-73130,2024-05,69.0
S-73133,2024-05,89.0
S-73134,2024-05,42.74
S-73136,2024-05,35.0
S-73141,2024-05,89.0
S-73146,2024-05,41.65
S-73156,2024-05,42.0
S-73157,2024-05,42.43
S-73158,2024-05,69.0
S-73159,2024-05,79.0
S-73163,2024-05,49.0
S-73166,2024-05,69.0
S-73167,2024-05,50.19
S-73168,2024-05,61.02
S-73169,2024-05,36.95
S-73170,2024-05,20.1
S-73171,2024-05,45.0
S-73172,2024-05,39.0
S-73176,2024-05,84.55
S-73181,2024-05,66.0
S-73182,2024-05,69.0
S-73185,2024-05,26.0
S-73186,2024-05,44.11
S-73190,2024-05,60.32
S-73191,2024-05,35.0
S-73202,2024-05,32.74
S-73204,2024-05,48.0
S-73205,2024-05,77.27
S-73206,2024-05,59.34
S-73211,2024-05,26.92
S-73212,2024-05,66.0
S-73215,2024-05,69.0
S-73216,2024-05,89.5
S-73217,2024-05,69.0
S-73218,2024-05,89.0
S-73219,2024-05,69.0
S-73221,2024-05,49.0
S-73222,2024-05,69.0
S-73223,2024-05,7.06
S-73224,2024-05,35.0
S-73225,2024-05,35.0
S-73226,2024-05,35.0
S-73227,2024-05,89.36
S-73228,2024-05,29.75
S-73229,2024-05,89.0
S-73230,2024-05,69.0
S-73231,2024-05,89.0
S-73236,2024-05,40.94
S-73238,2024-05,55.0
S-73240,2024-05,44.0
S-73241,2024-05,15.81
S-73243,2024-05,5.74
S-73246,2024-05,49.0
S-73247,2024-05,3.55
S-73251,2024-05,44.0
S-73255,2024-05,55.0
S-73257,2024-05,69.0
S-73258,2024-05,6.2
S-73259,2024-05,39.0
S-73260,2024-05,42.84
S-73261,2024-05,65.55
S-73264,2024-05,55.0
S-73265,2024-05,39.0
S-73271,2024-05,68.99
S-73272,2024-05,49.0
S-73274,2024-05,53.3
S-73276,2024-05,41.0
S-73278,2024-05,46.0
S-73279,2024-05,69.0
S-73280,2024-05,37.61
S-73281,2024-05,89.0
S-73282,2024-05,60.29
S-73283,2024-05,41.0
S-73284,2024-05,55.0
S-73286,2024-05,48.29
S-73287,2024-05,28.76
S-73288,2024-05,42.0
S-73289,2024-05,35.0
S-73293,2024-05,89.0
S-73294,2024-05,39.0
S-73296,2024-05,55.0
S-73297,2024-05,52.0
S-73298,2024-05,69.0
S-73299,2024-05,52.71
S-73301,2024-05,35.0
S-73303,2024-05,50.44
S-73306,2024-05,46.79
S-73310,2024-05,57.92
S-73314,2024-05,43.84
S-73316,2024-05,55.0
S-73317,2024-05,58.87
S-73318,2024-05,34.52
S-73319,2024-05,67.43
S-73320,2024-05,41.0
S-73321,2024-05,69.0
S-73325,2024-05,39.0
S-73326,2024-05,51.05
S-73327,2024-05,69.0
S-73330,2024-05,42.57
S-73331,2024-05,60.36
S-73332,2024-05,69.0
S-73333,2024-05,55.0
S-73334,2024-05,42.0
S-73335,2024-05,42.0
S-73336,2024-05,35.0
S-73341,2024-05,46.69
S-73347,2024-05,49.0
S-73348,2024-05,49.0
S-73352,2024-05,69.0
S-73355,2024-05,37.0
S-73360,2024-05,69.0
S-73361,2024-05,75.11
S-73362,2024-05,62.92
S-73368,2024-05,89.0
S-73373,2024-05,53.16
S-73376,2024-05,69.0
S-73377,2024-05,49.0
S-73378,2024-05,49.61
S-73379,2024-05,42.0
S-73385,2024-05,69.0
S-73397,2024-05,58.65
S-73398,2024-05,46.75
S-73399,2024-05,31.0
S-73400,2024-05,69.0
S-73401,2024-05,69.0
S-73402,2024-05,69.0
S-73403,2024-05,42.0
S-73404,2024-05,55.0
S-73405,2024-05,49.0
S-73407,2024-05,49.0
S-73408,2024-05,74.85
S-73409,2024-05,51.0
S-73414,2024-05,79.0
S-73415,2024-05,55.0
S-73416,2024-05,69.0
S-73418,2024-05,39.0
S-73421,2024-05,55.0
S-73422,2024-05,69.0
S-73423,2024-05,45.0
S-73424,2024-05,81.69
S-73425,2024-05,41.9
S-73426,2024-05,49.0
S-73428,2024-05,50.94
S-73436,2024-05,90.79
S-73437,2024-05,89.42
S-73440,2024-05,35.69
S-73442,2024-05,86.17
S-73446,2024-05,39.0
S-73449,2024-05,49.62
S-73450,2024-05,55.0
S-73451,2024-05,60.54
S-73454,2024-05,89.0
S-73456,2024-05,69.0
S-73458,2024-05,35.0
S-73459,2024-05,21.29
S-73460,2024-05,48.0
S-73461,2024-05,43.52
S-73463,2024-05,42.0
S-73464,2024-05,44.0
S-73465,2024-05,35.0
S-73470,2024-05,42.0
S-73471,2024-05,69.0
S-73475,2024-05,55.0
S-73478,2024-05,55.0
S-73479,2024-05,49.0
S-73482,2024-05,66.44
S-73485,2024-05,42.0
S-73486,2024-05,79.0
S-73491,2024-05,45.05
S-73500,2024-05,89.0
S-73501,2024-05,79.0
S-73503,2024-05,69.0
S-73504,2024-05,79.67
S-73508,2024-05,69.0
S-73509,2024-05,43.77
S-73510,2024-05,49.0
S-73511,2024-05,35.23
S-73512,2024-05,79.0
S-73524,2024-05,44.38
S-73532,2024-05,72.58
S-73536,2024-05,55.0
S-73541,2024-05,55.0
S-73544,2024-05,89.24
S-73545,2024-05,44.47
S-73550,2024-05,55.0
S-73553,2024-05,75.36
S-73555,2024-05,49.0
S-73561,2024-05,55.0
S-73564,2024-05,91.45
S-73570,2024-05,25.97
S-73571,2024-05,68.93
S-73572,2024-05,37.33
S-73573,2024-05,76.29
S-73576,2024-05,69.0
S-73581,2024-05,39.0
S-73582,2024-05,55.0
S-73583,2024-05,45.28
S-73586,2024-05,49.0
S-73591,2024-05,42.75
S-73592,2024-05,39.0
S-73593,2024-05,98.05
S-73596,2024-05,109.0
S-73597,2024-05,43.75
S-73600,2024-05,61.43
S-73601,2024-05,49.0
S-73602,2024-05,35.0
S-73603,2024-05,76.45
S-73604,2024-05,69.0
S-73606,2024-05,31.61
S-73608,2024-05,69.0
S-73609,2024-05,98.2
S-73610,2024-05,52.52
S-73611,2024-05,42.0
S-73613,2024-05,55.0
S-73614,2024-05,45.0
S-73616,2024-05,35.0
S-73622,2024-05,5.48
S-73629,2024-05,35.0
S-73630,2024-05,46.0
S-73632,2024-05,69.0
S-73641,2024-05,35.0
S-73648,2024-05,66.0
S-73651,2024-05,39.0
S-73654,2024-05,49.0
S-73658,2024-05,42.0
S-73659,2024-05,55.0
S-73661,2024-05,69.0
S-73662,2024-05,65.7
S-73668,2024-05,89.0
S-73669,2024-05,49.0
S-73670,2024-05,39.0
S-73673,2024-05,55.0
S-73674,2024-05,49.0
S-73680,2024-05,41.0
S-73684,2024-05,77.36
S-73685,2024-05,55.0
S-73688,2024-05,38.82
S-73689,2024-05,42.0
S-73690,2024-05,38.16
S-73692,2024-05,55.0
S-73693,2024-05,69.63
S-73695,2024-05,35.0
S-73697,2024-05,69.0
S-73703,2024-05,69.0
S-73705,2024-05,35.0
S-73718,2024-05,55.0
S-73719,2024-05,89.0
S-73727,2024-05,39.0
S-73728,2024-05,41.96
S-73729,2024-05,69.0
S-73730,2024-05,36.51
S-73731,2024-05,46.0
S-73732,2024-05,55.54
S-73738,2024-05,63.0
S-73739,2024-05,75.43
S-73740,2024-05,55.0
S-73748,2024-05,69.0
S-73749,2024-05,69.0
S-73751,2024-05,48.0
S-73756,2024-05,41.47
S-73757,2024-05,42.0
S-73758,2024-05,42.51
S-73761,2024-05,67.84
S-73763,2024-05,49.0
S-73764,2024-05,39.26
S-73765,2024-05,45.73
S-73766,2024-05,58.65
S-73767,2024-05,45.0
S-73769,2024-05,58.1
S-73770,2024-05,33.25
S-73776,2024-05,53.0
S-73777,2024-05,32.0
S-73779,2024-05,69.0
S-73782,2024-05,56.08
S-73788,2024-05,42.0
S-73789,2024-05,37.0
S-73790,2024-05,67.15
S-73791,2024-05,35.0
S-73795,2024-05,35.0
S-73796,2024-05,37.73
S-73797,2024-05,51.0
S-73799,2024-05,55.61
S-73800,2024-05,37.0
S-73801,2024-05,33.0
S-73807,2024-05,69.0
S-73808,2024-05,89.0
S-73809,2024-05,49.0
S-73811,2024-05,3.55
S-73819,2024-05,55.0
S-73820,2024-05,89.0
S-73822,2024-05,89.0
S-73823,2024-05,69.0
S-73826,2024-05,39.0
S-73830,2024-05,57.61
S-73836,2024-05,80.11
S-73840,2024-05,45.0
S-73844,2024-05,64.54
S-73845,2024-05,69.0
S-73846,2024-05,35.0
S-73847,2024-05,109.0
S-73848,2024-05,69.0
S-73849,2024-05,49.0
S-73850,2024-05,69.0
S-73851,2024-05,55.0
S-73854,2024-05,43.66
S-73856,2024-05,35.0
S-73857,2024-05,50.71
S-73858,2024-05,52.8
S-73862,2024-05,53.56
S-73866,2024-05,79.0
S-73876,2024-05,55.0
S-73877,2024-05,140.46
S-73878,2024-05,69.0
S-73879,2024-05,57.49
S-73882,2024-05,74.54
S-73885,2024-05,42.0
S-73886,2024-05,42.04
S-73890,2024-05,60.93
S-73891,2024-05,55.0
S-73892,2024-05,69.22
S-73893,2024-05,31.0
S-73895,2024-05,89.0
S-73898,2024-05,92.48
S-73899,2024-05,46.0
S-73901,2024-05,39.0
S-73902,2024-05,42.0
S-73904,2024-05,39.0
S-73905,2024-05,36.37
S-73909,2024-05,63.0
S-73910,2024-05,55.0
S-73911,2024-05,69.0
S-73916,2024-05,39.0
S-73922,2024-05,55.0
S-73932,2024-05,79.0
S-73933,2024-05,31.94
S-73936,2024-05,35.0
S-73938,2024-05,35.0
S-73940,2024-05,79.0
S-73944,2024-05,55.0
S-73945,2024-05,69.0
S-73952,2024-05,49.0
S-73957,2024-05,26.0
S-73958,2024-05,39.0
S-73962,2024-05,49.0
S-73964,2024-05,25.37
S-73966,2024-05,79.0
S-73967,2024-05,35.68
S-73968,2024-05,42.0
S-73976,2024-05,89.0
S-73977,2024-05,69.0
S-73980,2024-05,55.0
S-73981,2024-05,69.0
S-73984,2024-05,49.0
S-73985,2024-05,89.0
S-73991,2024-05,39.01
S-73992,2024-05,89.0
S-73998,2024-05,35.0
S-73999,2024-05,34.0
S-74000,2024-05,34.0
S-74003,2024-05,35.0
S-74004,2024-05,70.12
S-74006,2024-05,89.0
S-74007,2024-05,69.0
S-74014,2024-05,35.7
S-74019,2024-05,35.0
S-74021,2024-05,68.27
S-74023,2024-05,39.0
S-74024,2024-05,56.8
S-74025,2024-05,89.0
S-74027,2024-05,49.0
S-74034,2024-05,89.0
S-74035,2024-05,41.0
S-74036,2024-05,42.0
S-74037,2024-05,49.0
S-74039,2024-05,35.0
S-74043,2024-05,72.01
S-74047,2024-05,35.0
S-74048,2024-05,35.0
S-74051,2024-05,42.0
S-74053,2024-05,42.76
S-74054,2024-05,35.0
S-74055,2024-05,69.0
S-74056,2024-05,34.0
S-74057,2024-05,49.0
S-74061,2024-05,37.58
S-74062,2024-05,57.0
S-74063,2024-05,54.52
S-74064,2024-05,55.0
S-74069,2024-05,69.0
S-74071,2024-05,67.48
S-74073,2024-05,69.0
S-74076,2024-05,69.0
S-74078,2024-05,69.0
S-74080,2024-05,52.0
S-74082,2024-05,55.0
S-74088,2024-05,42.0
S-74089,2024-05,79.0
S-74090,2024-05,55.0
S-74095,2024-05,65.84
S-74096,2024-05,45.0
S-74097,2024-05,50.29
S-74099,2024-05,69.0
S-74100,2024-05,57.06
S-74101,2024-05,36.19
S-74103,2024-05,69.0
S-74104,2024-05,42.0
S-74110,2024-05,39.0
S-74111,2024-05,80.39
S-74113,2024-05,39.0
S-74114,2024-05,27.2
S-74117,2024-05,49.0
S-74120,2024-05,17.74
S-74127,2024-05,69.0
S-74128,2024-05,69.0
S-74131,2024-05,35.0
S-74132,2024-05,45.94
S-74134,2024-05,74.23
S-74143,2024-05,38.18
S-74144,2024-05,69.0
S-74146,2024-05,81.06
S-74147,2024-05,87.0
S-74149,2024-05,39.0
S-74152,2024-05,57.0
S-74155,2024-05,42.0
S-74164,2024-05,49.0
S-74169,2024-05,89.0
S-74170,2024-05,31.0
S-74171,2024-05,69.0
S-74173,2024-05,45.0
S-74174,2024-05,63.16
S-74176,2024-05,33.15
S-74177,2024-05,45.32
S-74178,2024-05,55.0
S-74179,2024-05,89.0
S-74180,2024-05,44.0
S-74188,2024-05,55.0
S-74189,2024-05,35.0
S-74190,2024-05,54.09
S-74191,2024-05,69.0
S-74192,2024-05,83.0
S-74193,2024-05,84.55
S-74196,2024-05,69.0
S-74202,2024-05,55.0
S-74205,2024-05,41.45
S-74206,2024-05,55.0
S-74217,2024-05,69.0
S-74221,2024-05,49.0
S-74222,2024-05,89.0
S-74223,2024-05,37.13
S-74224,2024-05,86.03
S-74225,2024-05,35.0
S-74226,2024-05,44.86
S-74231,2024-05,40.77
S-74232,2024-05,89.0
S-74233,2024-05,8.8
S-74234,2024-05,55.0
S-74239,2024-05,55.0
S-74240,2024-05,37.46
S-74252,2024-05,39.0
S-74259,2024-05,44.13
S-74261,2024-05,46.55
S-74262,2024-05,79.0
S-74263,2024-05,140.01
S-74264,2024-05,69.0
S-74265,2024-05,35.0
S-74271,2024-05,32.0
S-74272,2024-05,66.0
S-74282,2024-05,89.0
S-74283,2024-05,47.25
S-74284,2024-05,39.0
S-74298,2024-05,33.0
S-74301,2024-05,70.13
S-74302,2024-05,79.0
S-74303,2024-05,45.0
S-74306,2024-05,69.0
S-74308,2024-05,49.0
S-74312,2024-05,79.0
S-74314,2024-05,33.0
S-74315,2024-05,69.0
S-74316,2024-05,31.0
S-74320,2024-05,129.0
S-74321,2024-05,35.0
S-74322,2024-05,51.0
S-74323,2024-05,89.0
S-74334,2024-05,77.12
S-74336,2024-05,44.31
S-74337,2024-05,52.0
S-74338,2024-05,43.66
S-74339,2024-05,89.0
S-74342,2024-05,83.9
S-74343,2024-05,45.0
S-74344,2024-05,69.0
S-74345,2024-05,89.0
S-74350,2024-05,30.15
S-74351,2024-05,67.15
S-74352,2024-05,69.0
S-74353,2024-05,89.0
S-74355,2024-05,109.0
S-74359,2024-05,69.0
S-74360,2024-05,42.0
S-74361,2024-05,49.0
S-74364,2024-05,41.22
S-74368,2024-05,35.0
S-74371,2024-05,92.73
S-74372,2024-05,89.0
S-74377,2024-05,72.99
S-74383,2024-05,69.0
S-74385,2024-05,57.1
S-74386,2024-05,55.0
S-74387,2024-05,56.61
S-74389,2024-05,69.0
S-74392,2024-05,33.15
S-74394,2024-05,49.0
S-74395,2024-05,89.0
S-74396,2024-05,35.0
S-74397,2024-05,79.0
S-74398,2024-05,56.51
S-74401,2024-05,89.0
S-74402,2024-05,69.0
S-74407,2024-05,86.85
S-74409,2024-05,35.0
S-74410,2024-05,55.0
S-74411,2024-05,55.0
S-74414,2024-05,55.0
S-74419,2024-05,69.0
S-74420,2024-05,89.0
S-74421,2024-05,89.0
S-74422,2024-05,55.0
S-74423,2024-05,45.0
S-74424,2024-05,56.02
S-74425,2024-05,69.0
S-74426,2024-05,69.0
S-74437,2024-05,49.0
S-74438,2024-05,39.0
S-74451,2024-05,35.0
S-74455,2024-05,30.0
S-74456,2024-05,30.0
S-74462,2024-05,31.41
S-74466,2024-05,69.0
S-74467,2024-05,42.0
S-74468,2024-05,39.0
S-74469,2024-05,82.08
S-74470,2024-05,35.0
S-74472,2024-05,49.0
S-74473,2024-05,35.0
S-74474,2024-05,55.0
S-74479,2024-05,49.0
S-74480,2024-05,92.73
S-74484,2024-05,55.0
S-74489,2024-05,89.0
S-74504,2024-05,69.0
S-74505,2024-05,87.0
S-74506,2024-05,89.0
S-74507,2024-05,69.0
S-74508,2024-05,35.0
S-74512,2024-05,33.0
S-74513,2024-05,69.0
S-74515,2024-05,69.0
S-74516,2024-05,43.68
S-74521,2024-05,63.0
S-74522,2024-05,38.47
S-74524,2024-05,76.47
S-74528,2024-05,13.0
S-74529,2024-05,39.0
S-74530,2024-05,69.0
S-74533,2024-05,48.45
S-74534,2024-05,39.0
S-74548,2024-05,69.0
S-74550,2024-05,45.0
S-74554,2024-05,79.0
S-74557,2024-05,79.0
S-74562,2024-05,69.0
S-74567,2024-05,38.86
S-74568,2024-05,53.0
S-74569,2024-05,29.79
S-74571,2024-05,58.65
S-74573,2024-05,55.0
S-74575,2024-05,39.0
S-74576,2024-05,89.0
S-74578,2024-05,89.0
S-74579,2024-05,39.12
S-74580,2024-05,49.0
S-74584,2024-05,69.0
S-74588,2024-05,33.94
S-74589,2024-05,69.0
S-74590,2024-05,69.0
S-74591,2024-05,69.0
S-74592,2024-05,39.0
S-74594,2024-05,39.0
S-74596,2024-05,69.0
S-74597,2024-05,46.0
S-74598,2024-05,49.0
S-74599,2024-05,39.0
S-74602,2024-05,35.23
S-74606,2024-05,36.83
S-74608,2024-05,52.0
S-74609,2024-05,49.0
S-74610,2024-05,57.0
S-74611,2024-05,94.19
S-74613,2024-05,55.0
S-74617,2024-05,55.0
S-74618,2024-05,34.73
S-74620,2024-05,42.0
S-74621,2024-05,42.79
S-74623,2024-05,58.14
S-74625,2024-05,39.0
S-74626,2024-05,69.0
S-74629,2024-05,74.05
S-74630,2024-05,79.0
S-74631,2024-05,42.0
S-74633,2024-05,31.0
S-74639,2024-05,35.0
S-74640,2024-05,60.71
